Date and Time (UTC),Gym Occupancy
2023-12-25 11:30,0
2023-12-25 12:0,0
2023-12-25 12:30,0
2023-12-25 13:0,0
2023-12-25 13:30,0
2023-12-25 14:0,0
2023-12-25 14:30,0
2023-12-25 15:0,0
2023-12-25 15:30,0
2023-12-25 16:0,0
2023-12-25 16:30,0
2023-12-25 17:0,0
2023-12-25 17:30,0
2023-12-25 18:0,0
2023-12-25 18:30,0
2023-12-25 19:0,0
2023-12-25 19:30,0
2023-12-25 20:0,0
2023-12-25 20:30,0
2023-12-25 21:0,0
2023-12-25 21:30,0
2023-12-25 22:0,0
2023-12-25 22:30,0
2023-12-25 23:0,0
2023-12-25 23:30,0
2023-12-26 0:0,0
2023-12-26 0:30,0
2023-12-26 1:0,0
2023-12-26 1:30,0
2023-12-26 18:0,15
2023-12-26 18:30,8
2023-12-26 19:0,5
2023-12-26 19:30,6
2023-12-26 20:0,7
2023-12-26 20:30,11
2023-12-26 21:0,15
2023-12-26 21:30,11
2023-12-26 22:0,10
2023-12-26 22:30,8
2023-12-26 23:0,5
2023-12-26 23:30,5
2023-12-27 0:0,11
2023-12-27 0:30,9
2023-12-27 1:0,9
2023-12-27 1:30,8
2023-12-27 11:0,0
2023-12-27 11:30,0
2023-12-27 12:0,0
2023-12-27 12:30,1
2023-12-27 13:0,6
2023-12-27 13:30,10
2023-12-27 14:0,12
2023-12-27 14:30,14
2023-12-27 15:0,11
2023-12-27 15:30,11
2023-12-27 16:0,9
2023-12-27 16:30,12
2023-12-27 17:0,12
2023-12-27 17:30,13
2023-12-27 18:0,18
2023-12-27 18:30,21
2023-12-27 19:0,21
2023-12-27 19:30,16
2023-12-27 20:0,13
2023-12-27 20:30,16
2023-12-27 21:0,19
2023-12-27 21:30,17
2023-12-27 22:0,17
2023-12-27 22:30,17
2023-12-27 23:0,18
2023-12-27 23:30,14
2023-12-28 0:0,8
2023-12-28 0:30,7
2023-12-28 1:0,9
2023-12-28 1:30,7
2023-12-28 11:0,0
2023-12-28 11:30,0
2023-12-28 12:0,0
2023-12-28 12:30,6
2023-12-28 13:0,8
2023-12-28 13:30,12
2023-12-28 14:0,9
2023-12-28 14:30,11
2023-12-28 15:0,18
2023-12-28 15:30,15
2023-12-28 16:0,18
2023-12-28 16:30,21
2023-12-28 17:0,14
2023-12-28 17:30,14
2023-12-28 18:0,17
2023-12-28 18:30,16
2023-12-28 19:0,24
2023-12-28 19:30,23
2023-12-28 20:0,19
2023-12-28 20:30,25
2023-12-28 21:0,16
2023-12-28 21:30,23
2023-12-28 22:0,21
2023-12-28 22:30,16
2023-12-28 23:0,15
2023-12-28 23:30,22
2023-12-29 0:0,18
2023-12-29 0:30,23
2023-12-29 1:0,23
2023-12-29 1:30,18
2023-12-29 11:0,0
2023-12-29 11:30,0
2023-12-29 12:0,0
2023-12-29 12:30,1
2023-12-29 13:0,2
2023-12-29 13:30,4
2023-12-29 14:0,7
2023-12-29 14:30,10
2023-12-29 15:0,15
2023-12-29 15:30,15
2023-12-29 16:0,17
2023-12-29 16:30,11
2023-12-29 17:0,8
2023-12-29 17:30,12
2023-12-29 18:0,14
2023-12-29 18:30,20
2023-12-29 19:0,22
2023-12-29 19:30,18
2023-12-29 20:0,18
2023-12-29 20:30,17
2023-12-29 21:0,15
2023-12-29 21:30,11
2023-12-29 22:0,8
2023-12-29 22:30,10
2023-12-29 23:0,15
2023-12-29 23:30,17
2023-12-30 0:0,12
2023-12-30 0:30,9
2023-12-30 1:0,6
2023-12-30 1:30,6
2023-12-30 11:0,0
2023-12-30 11:30,0
2023-12-30 12:0,0
2023-12-30 12:30,1
2023-12-30 13:0,4
2023-12-30 13:30,5
2023-12-30 14:0,5
2023-12-30 14:30,7
2023-12-30 15:0,7
2023-12-30 15:30,9
2023-12-30 16:0,15
2023-12-30 16:30,15
2023-12-30 17:0,13
2023-12-30 17:30,13
2023-12-30 18:0,10
2023-12-30 18:30,12
2023-12-30 19:0,15
2023-12-30 19:30,22
2023-12-30 20:0,24
2023-12-30 20:30,24
2023-12-30 21:0,26
2023-12-30 21:30,22
2023-12-30 22:0,24
2023-12-30 22:30,15
2023-12-30 23:0,17
2023-12-30 23:30,15
2023-12-31 0:0,13
2023-12-31 0:30,13
2023-12-31 1:0,4
2023-12-31 1:30,3
2023-12-31 11:0,0
2023-12-31 11:30,0
2023-12-31 12:0,0
2023-12-31 12:30,4
2023-12-31 13:0,6
2023-12-31 13:30,14
2023-12-31 14:0,16
2023-12-31 14:30,15
2023-12-31 15:0,11
2023-12-31 15:30,13
2023-12-31 16:0,11
2023-12-31 16:30,10
2023-12-31 17:0,8
2023-12-31 17:30,15
2023-12-31 18:0,26
2023-12-31 18:30,43
2023-12-31 19:0,43
2023-12-31 19:30,45
2023-12-31 20:0,36
2023-12-31 20:30,24
2023-12-31 21:0,21
2023-12-31 21:30,9
2023-12-31 22:0,9
2023-12-31 22:30,11
2023-12-31 23:0,13
2023-12-31 23:30,13
2024-1-1 0:0,8
2024-1-1 0:30,4
2024-1-1 1:0,0
2024-1-1 1:30,0
2024-1-1 11:0,0
2024-1-1 11:30,0
2024-1-1 12:0,0
2024-1-1 12:30,0
2024-1-1 13:0,0
2024-1-1 13:30,0
2024-1-1 14:0,0
2024-1-1 14:30,0
2024-1-1 15:0,0
2024-1-1 15:30,0
2024-1-1 16:0,0
2024-1-1 16:30,0
2024-1-1 17:0,0
2024-1-1 17:30,0
2024-1-1 18:0,0
2024-1-1 18:30,0
2024-1-1 19:0,0
2024-1-1 19:30,0
2024-1-1 20:0,0
2024-1-1 20:30,0
2024-1-1 21:0,0
2024-1-1 21:30,0
2024-1-1 22:0,0
2024-1-1 22:30,0
2024-1-1 23:0,0
2024-1-1 23:30,0
2024-1-2 0:0,0
2024-1-2 0:30,0
2024-1-2 1:0,0
2024-1-2 1:30,0
2024-1-2 18:0,4
2024-1-2 18:30,6
2024-1-2 19:0,14
2024-1-2 19:30,19
2024-1-2 20:0,28
2024-1-2 20:30,34
2024-1-2 21:0,37
2024-1-2 21:30,37
2024-1-2 22:0,34
2024-1-2 22:30,40
2024-1-2 23:0,36
2024-1-2 23:30,30
2024-1-3 0:0,24
2024-1-3 0:30,18
2024-1-3 1:0,19
2024-1-3 1:30,13
2024-1-3 11:0,0
2024-1-3 11:30,0
2024-1-3 12:0,0
2024-1-3 12:30,4
2024-1-3 13:0,9
2024-1-3 13:30,10
2024-1-3 14:0,7
2024-1-3 14:30,7
2024-1-3 15:0,12
2024-1-3 15:30,14
2024-1-3 16:0,7
2024-1-3 16:30,8
2024-1-3 17:0,4
2024-1-3 17:30,9
2024-1-3 18:0,12
2024-1-3 18:30,15
2024-1-3 19:0,15
2024-1-3 19:30,17
2024-1-3 20:0,22
2024-1-3 20:30,23
2024-1-3 21:0,31
2024-1-3 21:30,41
2024-1-3 22:0,46
2024-1-3 22:30,43
2024-1-3 23:0,33
2024-1-3 23:30,35
2024-1-4 0:0,39
2024-1-4 0:30,38
2024-1-4 1:0,33
2024-1-4 1:30,22
2024-1-4 11:0,0
2024-1-4 11:30,0
2024-1-4 12:0,0
2024-1-4 12:30,7
2024-1-4 13:0,10
2024-1-4 13:30,8
2024-1-4 14:0,8
2024-1-4 14:30,8
2024-1-4 15:0,5
2024-1-4 15:30,8
2024-1-4 16:0,12
2024-1-4 16:30,19
2024-1-4 17:0,22
2024-1-4 17:30,15
2024-1-4 18:0,13
2024-1-4 18:30,13
2024-1-4 19:0,11
2024-1-4 19:30,8
2024-1-4 20:0,10
2024-1-4 20:30,19
2024-1-4 21:0,25
2024-1-4 21:30,33
2024-1-4 22:0,36
2024-1-4 22:30,40
2024-1-4 23:0,43
2024-1-4 23:30,44
2024-1-5 0:0,38
2024-1-5 0:30,28
2024-1-5 1:0,17
2024-1-5 1:30,4
2024-1-5 11:0,0
2024-1-5 11:30,0
2024-1-5 12:0,0
2024-1-5 12:30,8
2024-1-5 13:0,14
2024-1-5 13:30,13
2024-1-5 14:0,14
2024-1-5 14:30,16
2024-1-5 15:0,13
2024-1-5 15:30,15
2024-1-5 16:0,20
2024-1-5 16:30,19
2024-1-5 17:0,17
2024-1-5 17:30,12
2024-1-5 18:0,8
2024-1-5 18:30,14
2024-1-5 19:0,15
2024-1-5 19:30,22
2024-1-5 20:0,21
2024-1-5 20:30,17
2024-1-5 21:0,23
2024-1-5 21:30,22
2024-1-5 22:0,30
2024-1-5 22:30,37
2024-1-5 23:0,36
2024-1-5 23:30,52
2024-1-6 0:0,50
2024-1-6 0:30,39
2024-1-6 1:0,27
2024-1-6 1:30,13
2024-1-6 11:0,0
2024-1-6 11:30,0
2024-1-6 12:0,0
2024-1-6 12:30,5
2024-1-6 13:0,4
2024-1-6 13:30,8
2024-1-6 14:0,12
2024-1-6 14:30,13
2024-1-6 15:0,26
2024-1-6 15:30,33
2024-1-6 16:0,30
2024-1-6 16:30,35
2024-1-6 17:0,25
2024-1-6 17:30,22
2024-1-6 18:0,24
2024-1-6 18:30,31
2024-1-6 19:0,37
2024-1-6 19:30,37
2024-1-6 20:0,42
2024-1-6 20:30,38
2024-1-6 21:0,26
2024-1-6 21:30,21
2024-1-6 22:0,17
2024-1-6 22:30,11
2024-1-6 23:0,14
2024-1-6 23:30,16
2024-1-7 0:0,13
2024-1-7 0:30,10
2024-1-7 1:0,0
2024-1-7 1:30,0
2024-1-7 11:0,0
2024-1-7 11:30,0
2024-1-7 12:0,0
2024-1-7 12:30,1
2024-1-7 13:0,6
2024-1-7 13:30,16
2024-1-7 14:0,21
2024-1-7 14:30,27
2024-1-7 15:0,31
2024-1-7 15:30,23
2024-1-7 16:0,19
2024-1-7 16:30,21
2024-1-7 17:0,25
2024-1-7 17:30,43
2024-1-7 18:0,48
2024-1-7 18:30,46
2024-1-7 19:0,44
2024-1-7 19:30,39
2024-1-7 20:0,35
2024-1-7 20:30,32
2024-1-7 21:0,20
2024-1-7 21:30,0
2024-1-7 22:0,0
2024-1-7 22:30,0
2024-1-7 23:0,0
2024-1-7 23:30,0
2024-1-8 0:0,0
2024-1-8 0:30,0
2024-1-8 1:0,0
2024-1-8 1:30,0
2024-1-8 11:0,0
2024-1-8 11:30,0
2024-1-8 12:0,0
2024-1-8 12:30,5
2024-1-8 13:0,7
2024-1-8 13:30,8
2024-1-8 14:0,9
2024-1-8 14:30,4
2024-1-8 15:0,9
2024-1-8 15:30,9
2024-1-8 16:0,6
2024-1-8 16:30,9
2024-1-8 17:0,9
2024-1-8 17:30,12
2024-1-8 18:0,16
2024-1-8 18:30,11
2024-1-8 19:0,14
2024-1-8 19:30,18
2024-1-8 20:0,32
2024-1-8 20:30,38
2024-1-8 21:0,41
2024-1-8 21:30,39
2024-1-8 22:0,40
2024-1-8 22:30,44
2024-1-8 23:0,47
2024-1-8 23:30,44
2024-1-9 0:0,43
2024-1-9 0:30,36
2024-1-9 1:0,29
2024-1-9 1:30,21
2024-1-9 18:0,6
2024-1-9 18:30,8
2024-1-9 19:0,11
2024-1-9 19:30,14
2024-1-9 20:0,18
2024-1-9 20:30,22
2024-1-9 21:0,33
2024-1-9 21:30,38
2024-1-9 22:0,35
2024-1-9 22:30,33
2024-1-9 23:0,32
2024-1-9 23:30,35
2024-1-10 0:0,35
2024-1-10 0:30,34
2024-1-10 1:0,30
2024-1-10 1:30,18
2024-1-10 11:0,0
2024-1-10 11:30,0
2024-1-10 12:0,0
2024-1-10 12:30,7
2024-1-10 13:0,7
2024-1-10 13:30,10
2024-1-10 14:0,17
2024-1-10 14:30,13
2024-1-10 15:0,15
2024-1-10 15:30,11
2024-1-10 16:0,16
2024-1-10 16:30,15
2024-1-10 17:0,14
2024-1-10 17:30,13
2024-1-10 18:0,18
2024-1-10 18:30,16
2024-1-10 19:0,15
2024-1-10 19:30,20
2024-1-10 20:0,24
2024-1-10 20:30,28
2024-1-10 21:0,26
2024-1-10 21:30,30
2024-1-10 22:0,27
2024-1-10 22:30,26
2024-1-10 23:0,30
2024-1-10 23:30,37
2024-1-11 0:0,51
2024-1-11 0:30,56
2024-1-11 1:0,49
2024-1-11 1:30,33
2024-1-11 11:0,0
2024-1-11 11:30,0
2024-1-11 12:0,0
2024-1-11 12:30,14
2024-1-11 13:0,14
2024-1-11 13:30,6
2024-1-11 14:0,6
2024-1-11 14:30,9
2024-1-11 15:0,11
2024-1-11 15:30,6
2024-1-11 16:0,6
2024-1-11 16:30,15
2024-1-11 17:0,20
2024-1-11 17:30,20
2024-1-11 18:0,13
2024-1-11 18:30,13
2024-1-11 19:0,14
2024-1-11 19:30,18
2024-1-11 20:0,25
2024-1-11 20:30,32
2024-1-11 21:0,40
2024-1-11 21:30,43
2024-1-11 22:0,45
2024-1-11 22:30,37
2024-1-11 23:0,39
2024-1-11 23:30,47
2024-1-12 0:0,42
2024-1-12 0:30,42
2024-1-12 1:0,41
2024-1-12 1:30,33
2024-1-12 11:0,0
2024-1-12 11:30,0
2024-1-12 12:0,0
2024-1-12 12:30,1
2024-1-12 13:0,7
2024-1-12 13:30,6
2024-1-12 14:0,13
2024-1-12 14:30,25
2024-1-12 15:0,23
2024-1-12 15:30,14
2024-1-12 16:0,15
2024-1-12 16:30,11
2024-1-12 17:0,16
2024-1-12 17:30,19
2024-1-12 18:0,23
2024-1-12 18:30,24
2024-1-12 19:0,19
2024-1-12 19:30,24
2024-1-12 20:0,28
2024-1-12 20:30,30
2024-1-12 21:0,28
2024-1-12 21:30,28
2024-1-12 22:0,25
2024-1-12 22:30,34
2024-1-12 23:0,39
2024-1-12 23:30,29
2024-1-13 0:0,37
2024-1-13 0:30,28
2024-1-13 1:0,26
2024-1-13 1:30,26
2024-1-13 11:0,0
2024-1-13 11:30,0
2024-1-13 12:0,0
2024-1-13 12:30,12
2024-1-13 13:0,16
2024-1-13 13:30,20
2024-1-13 14:0,23
2024-1-13 14:30,23
2024-1-13 15:0,24
2024-1-13 15:30,29
2024-1-13 16:0,30
2024-1-13 16:30,27
2024-1-13 17:0,33
2024-1-13 17:30,27
2024-1-13 18:0,35
2024-1-13 18:30,41
2024-1-13 19:0,37
2024-1-13 19:30,32
2024-1-13 20:0,26
2024-1-13 20:30,23
2024-1-13 21:0,27
2024-1-13 21:30,23
2024-1-13 22:0,18
2024-1-13 22:30,15
2024-1-13 23:0,9
2024-1-13 23:30,7
2024-1-14 0:0,10
2024-1-14 0:30,7
2024-1-14 1:0,5
2024-1-14 1:30,4
2024-1-14 11:0,0
2024-1-14 11:30,0
2024-1-14 12:0,0
2024-1-14 12:30,1
2024-1-14 13:0,4
2024-1-14 13:30,7
2024-1-14 14:0,13
2024-1-14 14:30,21
2024-1-14 15:0,28
2024-1-14 15:30,41
2024-1-14 16:0,44
2024-1-14 16:30,48
2024-1-14 17:0,44
2024-1-14 17:30,40
2024-1-14 18:0,41
2024-1-14 18:30,40
2024-1-14 19:0,49
2024-1-14 19:30,33
2024-1-14 20:0,32
2024-1-14 20:30,34
2024-1-14 21:0,27
2024-1-14 21:30,26
2024-1-14 22:0,21
2024-1-14 22:30,24
2024-1-14 23:0,22
2024-1-14 23:30,25
2024-1-15 0:0,30
2024-1-15 0:30,26
2024-1-15 1:0,0
2024-1-15 1:30,0
2024-1-15 11:0,0
2024-1-15 11:30,0
2024-1-15 12:0,0
2024-1-15 12:30,9
2024-1-15 13:0,12
2024-1-15 13:30,13
2024-1-15 14:0,17
2024-1-15 14:30,12
2024-1-15 15:0,11
2024-1-15 15:30,14
2024-1-15 16:0,15
2024-1-15 16:30,15
2024-1-15 17:0,11
2024-1-15 17:30,9
2024-1-15 18:0,11
2024-1-15 18:30,15
2024-1-15 19:0,21
2024-1-15 19:30,28
2024-1-15 20:0,29
2024-1-15 20:30,34
2024-1-15 21:0,32
2024-1-15 21:30,30
2024-1-15 22:0,39
2024-1-15 22:30,43
2024-1-15 23:0,33
2024-1-15 23:30,27
2024-1-16 0:0,32
2024-1-16 0:30,27
2024-1-16 1:0,18
2024-1-16 1:30,15
2024-1-16 18:0,4
2024-1-16 18:30,4
2024-1-16 19:0,6
2024-1-16 19:30,15
2024-1-16 20:0,18
2024-1-16 20:30,27
2024-1-16 21:0,26
2024-1-16 21:30,29
2024-1-16 22:0,47
2024-1-16 22:30,55
2024-1-16 23:0,60
2024-1-16 23:30,60
2024-1-17 0:0,57
2024-1-17 0:30,44
2024-1-17 1:0,30
2024-1-17 1:30,21
2024-1-17 11:0,0
2024-1-17 11:30,0
2024-1-17 12:0,0
2024-1-17 12:30,15
2024-1-17 13:0,19
2024-1-17 13:30,17
2024-1-17 14:0,17
2024-1-17 14:30,10
2024-1-17 15:0,16
2024-1-17 15:30,15
2024-1-17 16:0,17
2024-1-17 16:30,19
2024-1-17 17:0,15
2024-1-17 17:30,15
2024-1-17 18:0,16
2024-1-17 18:30,17
2024-1-17 19:0,16
2024-1-17 19:30,18
2024-1-17 20:0,23
2024-1-17 20:30,32
2024-1-17 21:0,42
2024-1-17 21:30,51
2024-1-17 22:0,49
2024-1-17 22:30,59
2024-1-17 23:0,60
2024-1-17 23:30,57
2024-1-18 0:0,54
2024-1-18 0:30,45
2024-1-18 1:0,35
2024-1-18 1:30,26
2024-1-18 11:0,0
2024-1-18 11:30,0
2024-1-18 12:0,0
2024-1-18 12:30,8
2024-1-18 13:0,9
2024-1-18 13:30,14
2024-1-18 14:0,19
2024-1-18 14:30,13
2024-1-18 15:0,11
2024-1-18 15:30,19
2024-1-18 16:0,20
2024-1-18 16:30,20
2024-1-18 17:0,12
2024-1-18 17:30,11
2024-1-18 18:0,12
2024-1-18 18:30,19
2024-1-18 19:0,20
2024-1-18 19:30,20
2024-1-18 20:0,23
2024-1-18 20:30,36
2024-1-18 21:0,37
2024-1-18 21:30,44
2024-1-18 22:0,44
2024-1-18 22:30,36
2024-1-18 23:0,39
2024-1-18 23:30,47
2024-1-19 0:0,47
2024-1-19 0:30,44
2024-1-19 1:0,41
2024-1-19 1:30,32
2024-1-19 11:0,0
2024-1-19 11:30,0
2024-1-19 12:0,0
2024-1-19 12:30,9
2024-1-19 13:0,14
2024-1-19 13:30,15
2024-1-19 14:0,14
2024-1-19 14:30,15
2024-1-19 15:0,16
2024-1-19 15:30,14
2024-1-19 16:0,14
2024-1-19 16:30,15
2024-1-19 17:0,16
2024-1-19 17:30,16
2024-1-19 18:0,27
2024-1-19 18:30,35
2024-1-19 19:0,42
2024-1-19 19:30,40
2024-1-19 20:0,33
2024-1-19 20:30,32
2024-1-19 21:0,30
2024-1-19 21:30,36
2024-1-19 22:0,47
2024-1-19 22:30,60
2024-1-19 23:0,60
2024-1-19 23:30,60
2024-1-20 0:0,60
2024-1-20 0:30,48
2024-1-20 1:0,40
2024-1-20 1:30,22
2024-1-20 11:0,0
2024-1-20 11:30,0
2024-1-20 12:0,0
2024-1-20 12:30,5
2024-1-20 13:0,10
2024-1-20 13:30,15
2024-1-20 14:0,21
2024-1-20 14:30,25
2024-1-20 15:0,27
2024-1-20 15:30,25
2024-1-20 16:0,31
2024-1-20 16:30,34
2024-1-20 17:0,29
2024-1-20 17:30,31
2024-1-20 18:0,26
2024-1-20 18:30,24
2024-1-20 19:0,24
2024-1-20 19:30,20
2024-1-20 20:0,19
2024-1-20 20:30,24
2024-1-20 21:0,29
2024-1-20 21:30,28
2024-1-20 22:0,37
2024-1-20 22:30,32
2024-1-20 23:0,35
2024-1-20 23:30,35
2024-1-21 0:0,28
2024-1-21 0:30,25
2024-1-21 1:0,4
2024-1-21 1:30,0
2024-1-21 11:0,0
2024-1-21 11:30,0
2024-1-21 12:0,0
2024-1-21 12:30,4
2024-1-21 13:0,5
2024-1-21 13:30,13
2024-1-21 14:0,19
2024-1-21 14:30,25
2024-1-21 15:0,34
2024-1-21 15:30,32
2024-1-21 16:0,27
2024-1-21 16:30,24
2024-1-21 17:0,14
2024-1-21 17:30,21
2024-1-21 18:0,28
2024-1-21 18:30,30
2024-1-21 19:0,38
2024-1-21 19:30,34
2024-1-21 20:0,39
2024-1-21 20:30,31
2024-1-21 21:0,26
2024-1-21 21:30,15
2024-1-21 22:0,14
2024-1-21 22:30,16
2024-1-21 23:0,27
2024-1-21 23:30,31
2024-1-22 0:0,28
2024-1-22 0:30,20
2024-1-22 1:0,9
2024-1-22 1:30,5
2024-1-22 11:0,0
2024-1-22 11:30,0
2024-1-22 12:0,0
2024-1-22 12:30,10
2024-1-22 13:0,12
2024-1-22 13:30,18
2024-1-22 14:0,18
2024-1-22 14:30,11
2024-1-22 15:0,14
2024-1-22 15:30,8
2024-1-22 16:0,9
2024-1-22 16:30,16
2024-1-22 17:0,20
2024-1-22 17:30,18
2024-1-22 18:0,17
2024-1-22 18:30,19
2024-1-22 19:0,26
2024-1-22 19:30,20
2024-1-22 20:0,28
2024-1-22 20:30,32
2024-1-22 21:0,35
2024-1-22 21:30,38
2024-1-22 22:0,32
2024-1-22 22:30,30
2024-1-22 23:0,27
2024-1-22 23:30,49
2024-1-23 0:0,51
2024-1-23 0:30,54
2024-1-23 1:0,50
2024-1-23 1:30,22
2024-1-23 18:0,0
2024-1-23 18:30,0
2024-1-23 19:0,3
2024-1-23 19:30,16
2024-1-23 20:0,29
2024-1-23 20:30,35
2024-1-23 21:0,34
2024-1-23 21:30,30
2024-1-23 22:0,28
2024-1-23 22:30,36
2024-1-23 23:0,49
2024-1-23 23:30,60
2024-1-24 0:0,55
2024-1-24 0:30,42
2024-1-24 1:0,36
2024-1-24 1:30,29
2024-1-24 11:0,0
2024-1-24 11:30,0
2024-1-24 12:0,0
2024-1-24 12:30,9
2024-1-24 13:0,16
2024-1-24 13:30,22
2024-1-24 14:0,23
2024-1-24 14:30,13
2024-1-24 15:0,12
2024-1-24 15:30,9
2024-1-24 16:0,13
2024-1-24 16:30,16
2024-1-24 17:0,13
2024-1-24 17:30,8
2024-1-24 18:0,18
2024-1-24 18:30,19
2024-1-24 19:0,23
2024-1-24 19:30,26
2024-1-24 20:0,18
2024-1-24 20:30,28
2024-1-24 21:0,37
2024-1-24 21:30,42
2024-1-24 22:0,49
2024-1-24 22:30,50
2024-1-24 23:0,47
2024-1-24 23:30,58
2024-1-25 0:0,49
2024-1-25 0:30,49
2024-1-25 1:0,40
2024-1-25 1:30,21
2024-1-25 11:0,0
2024-1-25 11:30,0
2024-1-25 12:0,0
2024-1-25 12:30,2
2024-1-25 13:0,4
2024-1-25 13:30,11
2024-1-25 14:0,9
2024-1-25 14:30,9
2024-1-25 15:0,11
2024-1-25 15:30,13
2024-1-25 16:0,12
2024-1-25 16:30,9
2024-1-25 17:0,8
2024-1-25 17:30,8
2024-1-25 18:0,11
2024-1-25 18:30,13
2024-1-25 19:0,21
2024-1-25 19:30,25
2024-1-25 20:0,21
2024-1-25 20:30,24
2024-1-25 21:0,37
2024-1-25 21:30,43
2024-1-25 22:0,53
2024-1-25 22:30,46
2024-1-25 23:0,51
2024-1-25 23:30,58
2024-1-26 0:0,60
2024-1-26 0:30,60
2024-1-26 1:0,51
2024-1-26 1:30,36
2024-1-26 11:0,0
2024-1-26 11:30,0
2024-1-26 12:0,0
2024-1-26 12:30,8
2024-1-26 13:0,9
2024-1-26 13:30,16
2024-1-26 14:0,17
2024-1-26 14:30,10
2024-1-26 15:0,9
2024-1-26 15:30,7
2024-1-26 16:0,13
2024-1-26 16:30,25
2024-1-26 17:0,24
2024-1-26 17:30,25
2024-1-26 18:0,26
2024-1-26 18:30,29
2024-1-26 19:0,44
2024-1-26 19:30,48
2024-1-26 20:0,41
2024-1-26 20:30,30
2024-1-26 21:0,15
2024-1-26 21:30,26
2024-1-26 22:0,34
2024-1-26 22:30,42
2024-1-26 23:0,49
2024-1-26 23:30,48
2024-1-27 0:0,47
2024-1-27 0:30,39
2024-1-27 1:0,34
2024-1-27 1:30,22
2024-1-27 11:0,0
2024-1-27 11:30,0
2024-1-27 12:0,0
2024-1-27 12:30,9
2024-1-27 13:0,14
2024-1-27 13:30,15
2024-1-27 14:0,23
2024-1-27 14:30,28
2024-1-27 15:0,36
2024-1-27 15:30,33
2024-1-27 16:0,27
2024-1-27 16:30,23
2024-1-27 17:0,15
2024-1-27 17:30,19
2024-1-27 18:0,34
2024-1-27 18:30,35
2024-1-27 19:0,31
2024-1-27 19:30,36
2024-1-27 20:0,26
2024-1-27 20:30,25
2024-1-27 21:0,19
2024-1-27 21:30,17
2024-1-27 22:0,15
2024-1-27 22:30,10
2024-1-27 23:0,18
2024-1-27 23:30,24
2024-1-28 0:0,24
2024-1-28 0:30,23
2024-1-28 1:0,11
2024-1-28 1:30,0
